date,evening_peak_demand_nr_mw,evening_peak_demand_wr_mw,evening_peak_demand_sr_mw,evening_peak_demand_er_mw,evening_peak_demand_ner_mw,evening_peak_demand_total_mw,peak_shortage_nr_mw,peak_shortage_wr_mw,peak_shortage_sr_mw,peak_shortage_er_mw,peak_shortage_ner_mw,peak_shortage_total_mw,energy_met_nr_mu,energy_met_wr_mu,energy_met_sr_mu,energy_met_er_mu,energy_met_ner_mu,energy_met_total_mu,hydro_gen_nr_mu,hydro_gen_wr_mu,hydro_gen_sr_mu,hydro_gen_er_mu,hydro_gen_ner_mu,hydro_gen_total_mu,wind_gen_nr_mu,wind_gen_wr_mu,wind_gen_sr_mu,wind_gen_er_mu,wind_gen_ner_mu,wind_gen_total_mu,solar_gen_nr_mu,solar_gen_wr_mu,solar_gen_sr_mu,solar_gen_er_mu,solar_gen_ner_mu,solar_gen_total_mu,energy_shortage_nr_mu,energy_shortage_wr_mu,energy_shortage_sr_mu,energy_shortage_er_mu,energy_shortage_ner_mu,energy_shortage_total_mu,max_demand_met_nr_mw,max_demand_met_wr_mw,max_demand_met_sr_mw,max_demand_met_er_mw,max_demand_met_ner_mw,max_demand_met_total_mw,freq_fvi,freq_pct_below_497,freq_pct_497_498,freq_pct_498_499,freq_pct_below_499,freq_pct_499_5005,freq_pct_above_5005,gen_coal_mu,gen_lignite_mu,gen_hydro_mu,gen_nuclear_mu,gen_gas_mu,gen_res_mu,gen_total_mu,share_res_pct,share_nonfossil_pct,outage_central_nr_mw,outage_central_wr_mw,outage_central_sr_mw,outage_central_er_mw,outage_central_ner_mw,outage_central_total_mw,outage_state_nr_mw,outage_state_wr_mw,outage_state_sr_mw,outage_state_er_mw,outage_state_ner_mw,outage_state_total_mw,outage_total_nr_mw,outage_total_wr_mw,outage_total_sr_mw,outage_total_er_mw,outage_total_ner_mw,outage_total_total_mw,ie_schedule_nr_mu,ie_schedule_wr_mu,ie_schedule_sr_mu,ie_schedule_er_mu,ie_schedule_ner_mu,ie_schedule_total_mu,ie_actual_nr_mu,ie_actual_wr_mu,ie_actual_sr_mu,ie_actual_er_mu,ie_actual_ner_mu,ie_actual_total_mu,ie_odud_nr_mu,ie_odud_wr_mu,ie_odud_sr_mu,ie_odud_er_mu,ie_odud_ner_mu,ie_odud_total_mu,trans_bhutan_mu,trans_nepal_mu,trans_bangladesh_mu,diversity_regional,diversity_state,ir_er_nr_import_mu,ir_er_nr_export_mu,ir_er_nr_net_mu,ir_er_wr_import_mu,ir_er_wr_export_mu,ir_er_wr_net_mu,ir_er_sr_import_mu,ir_er_sr_export_mu,ir_er_sr_net_mu,ir_er_ner_import_mu,ir_er_ner_export_mu,ir_er_ner_net_mu,ir_ner_nr_import_mu,ir_ner_nr_export_mu,ir_ner_nr_net_mu,ir_wr_nr_import_mu,ir_wr_nr_export_mu,ir_wr_nr_net_mu,ir_wr_sr_import_mu,ir_wr_sr_export_mu,ir_wr_sr_net_mu,trans_godda_bangladesh_mu,solar_hr_peak_mw,solar_hr_shortage_mw,nonsolar_hr_peak_mw,nonsolar_hr_shortage_mw,xb_export_bhutan_mu,xb_export_nepal_mu,xb_export_bangladesh_mu,xb_export_myanmar_mu,xb_import_bhutan_mu,xb_import_nepal_mu,xb_import_bangladesh_mu,xb_import_myanmar_mu,xb_net_bhutan_mu,xb_net_nepal_mu,xb_net_bangladesh_mu,xb_net_myanmar_mu
2022-05-09,61002.0,61877.0,43288.0,22157.0,3018.0,191342.0,455.0,0.0,0.0,299.0,0.0,754.0,1405.0,1490.0,1027.0,514.0,54.0,4489.0,228.0,31.0,63.0,53.0,14.0,390.0,38.0,104.0,158.0,,,301.0,107.11,50.21,91.05,5.69,0.79,255.0,5.28,5.52,0.0,3.12,0.53,14.45,63583.0,66568.0,47347.0,23081.0,3048.0,198045.0,0.031,0.0,0.0,4.63,4.63,76.38,18.99,3341.0,82.0,390.0,104.0,79.0,607.0,4602.0,13.19,23.91,3809.0,10699.0,5878.0,1500.0,575.0,22461.0,6814.0,11938.0,6139.0,2300.0,47.0,27237.0,10623.0,22636.0,12017.0,3800.0,622.0,49698.0,225.6,-155.7,35.3,-106.2,1.0,0.0,228.7,-126.4,-0.8,-105.3,-0.7,-4.5,3.1,29.4,-36.1,0.9,-1.7,-4.5,9.9,-8.4,-24.6,1.028,1.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-10,62721.0,61088.0,41078.0,22606.0,2894.0,190387.0,818.0,0.0,0.0,542.0,0.0,1360.0,1447.0,1494.0,968.0,516.0,52.0,4476.0,246.0,34.0,64.0,56.0,11.0,411.0,27.0,100.0,222.0,,,349.0,108.73,48.89,89.92,4.89,0.52,253.0,9.12,4.92,0.0,3.91,0.8,18.75,65615.0,65638.0,43148.0,22916.0,2918.0,194780.0,0.052,0.0,1.53,13.11,14.64,75.44,9.92,3289.0,86.0,411.0,103.0,82.0,621.0,4591.0,13.52,24.7,3721.0,10910.0,6878.0,2830.0,575.0,24914.0,6679.0,10568.0,7239.0,1550.0,47.0,26082.0,10399.0,21478.0,14117.0,4380.0,622.0,50996.0,265.4,-138.0,-30.4,-98.9,1.7,0.0,260.4,-111.3,-62.2,-93.1,0.8,-5.4,-5.0,26.6,-31.8,5.8,-0.9,-5.4,8.0,-8.0,-24.6,1.028,1.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-11,63672.0,61132.0,41331.0,22961.0,2849.0,191945.0,430.0,0.0,0.0,450.0,0.0,880.0,1489.0,1499.0,942.0,515.0,51.0,4497.0,260.0,44.0,57.0,56.0,14.0,430.0,18.0,96.0,247.0,,,362.0,104.77,48.27,41.65,4.84,0.53,200.0,2.21,6.77,0.0,4.15,0.25,13.38,67563.0,67313.0,41797.0,23155.0,2875.0,196278.0,0.028,0.0,0.25,5.0,5.25,82.06,12.68,3305.0,85.0,430.0,100.0,79.0,610.0,4610.0,13.24,24.74,4309.0,10038.0,5928.0,2830.0,425.0,23530.0,6814.0,9373.0,6429.0,1800.0,47.0,24462.0,11123.0,19411.0,12357.0,4630.0,472.0,47993.0,297.3,-132.3,-71.8,-93.2,0.0,0.0,294.2,-113.6,-96.0,-88.2,-1.0,-4.6,-3.1,18.7,-24.2,4.9,-0.9,-4.6,7.8,-7.7,-24.2,1.033,1.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12,63331.0,59963.0,41902.0,23692.0,2777.0,191665.0,340.0,0.0,0.0,447.0,0.0,787.0,1518.0,1496.0,939.0,521.0,51.0,4525.0,293.0,31.0,52.0,62.0,19.0,458.0,31.0,150.0,228.0,,,408.0,104.83,50.02,61.3,4.37,0.52,221.0,0.6,2.38,0.0,3.48,0.0,6.46,68415.0,66876.0,44089.0,23939.0,2791.0,199874.0,0.027,0.0,0.0,1.35,1.35,71.09,27.55,3235.0,85.0,458.0,100.0,80.0,678.0,4635.0,14.62,26.65,4109.0,9698.0,5428.0,2830.0,459.0,22524.0,6679.0,9843.0,6845.0,2390.0,47.0,25803.0,10788.0,19540.0,12273.0,5220.0,506.0,48327.0,300.3,-159.7,-61.8,-74.3,-4.5,0.0,295.4,-136.7,-81.8,-75.4,-5.0,-3.6,-5.0,23.0,-20.0,-1.1,-0.5,-3.6,9.8,-3.2,-23.9,1.031,1.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-13,64177.0,59932.0,42655.0,22275.0,2593.0,191632.0,430.0,0.0,0.0,152.0,0.0,582.0,1511.0,1470.0,946.0,528.0,47.0,4502.0,302.0,40.0,65.0,66.0,21.0,494.0,32.0,165.0,151.0,,,347.0,106.56,49.32,89.1,5.09,0.24,250.0,1.99,0.0,0.5,3.46,0.0,5.95,68988.0,65115.0,44190.0,23777.0,2691.0,199663.0,0.022,0.0,0.0,1.47,1.47,80.59,17.94,3214.0,83.0,494.0,103.0,71.0,647.0,4612.0,14.02,26.97,3959.0,8538.0,5428.0,2170.0,923.0,21018.0,7959.0,11386.0,7055.0,1390.0,110.0,27899.0,11918.0,19923.0,12483.0,3560.0,1034.0,48918.0,296.1,-172.0,-34.8,-83.9,-5.4,0.0,298.0,-163.0,-51.8,-80.6,-6.0,-3.4,1.9,9.0,-17.1,3.3,-0.6,-3.4,10.1,-1.3,-24.5,1.026,1.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-14,63660.0,60179.0,42099.0,22498.0,2613.0,191049.0,0.0,0.0,0.0,0.0,0.0,0.0,1526.0,1467.0,978.0,514.0,47.0,4534.0,307.0,37.0,69.0,81.0,28.0,523.0,35.0,162.0,154.0,,,351.0,109.68,52.51,107.08,5.13,0.02,274.0,0.23,0.0,0.0,1.42,0.0,1.65,68757.0,64603.0,44874.0,22744.0,2717.0,200638.0,0.04,0.0,0.59,3.47,4.06,66.29,29.65,3201.0,79.0,523.0,103.0,70.0,675.0,4651.0,14.52,27.99,3459.0,10746.0,5678.0,2010.0,810.0,22703.0,7425.0,12061.0,7310.0,1990.0,173.0,28958.0,10884.0,22806.0,12988.0,4000.0,983.0,51661.0,291.5,-159.1,-13.3,-106.6,-12.5,0.0,294.1,-142.3,-33.4,-112.6,-14.8,-8.9,2.6,16.9,-20.1,-6.0,-2.3,-8.9,13.4,-1.0,-25.0,1.015,1.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-15,61354.0,57284.0,37851.0,22207.0,2449.0,181145.0,0.0,0.0,0.0,381.0,0.0,381.0,1487.0,1431.0,901.0,520.0,44.0,4382.0,308.0,35.0,61.0,70.0,23.0,496.0,66.0,149.0,121.0,,,336.0,107.43,51.56,96.08,5.56,0.2,261.0,1.28,0.0,0.0,2.61,0.36,4.25,67390.0,62646.0,39060.0,23052.0,2544.0,191253.0,0.057,0.42,1.56,3.19,5.17,65.94,28.89,3113.0,75.0,496.0,103.0,66.0,645.0,4499.0,14.34,27.66,3709.0,11346.0,5678.0,2310.0,425.0,23468.0,7550.0,12061.0,7260.0,1990.0,173.0,29033.0,11259.0,23406.0,12938.0,4300.0,598.0,52501.0,234.5,-137.4,6.8,-90.9,-12.9,0.0,234.5,-108.8,-30.4,-86.9,-16.2,-7.7,0.0,28.6,-37.2,4.1,-3.3,-7.7,11.4,-1.9,-25.1,1.018,1.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-16,61664.0,60456.0,41402.0,23098.0,2567.0,189187.0,120.0,0.0,0.0,194.0,0.0,314.0,1504.0,1461.0,958.0,534.0,44.0,4501.0,307.0,45.0,70.0,87.0,27.0,536.0,67.0,149.0,103.0,,,319.0,98.83,50.28,94.63,5.06,0.17,249.0,1.64,0.0,0.0,2.94,0.04,4.62,68296.0,65259.0,45042.0,23165.0,2673.0,201749.0,0.026,0.0,0.31,1.2,1.52,78.09,20.39,3206.0,95.0,536.0,104.0,64.0,589.0,4593.0,13.28,27.12,4099.0,10581.0,6138.0,2110.0,425.0,23353.0,8220.0,12259.0,8385.0,1890.0,173.0,30926.0,12319.0,22839.0,14523.0,4000.0,598.0,54279.0,246.9,-155.6,44.7,-119.1,-17.0,0.0,246.7,-139.4,18.5,-113.1,-20.1,-7.3,-0.3,16.2,-26.2,6.0,-3.1,-7.3,13.9,-1.1,-25.6,1.013,1.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-17,62950.0,60564.0,41562.0,23423.0,2592.0,191091.0,880.0,0.0,0.0,630.0,0.0,1510.0,1483.0,1480.0,974.0,527.0,44.0,4508.0,289.0,52.0,77.0,89.0,33.0,541.0,29.0,148.0,57.0,,,234.0,104.12,50.02,90.0,5.56,0.24,250.0,10.55,0.0,0.0,4.71,0.0,15.26,67202.0,66001.0,45302.0,23847.0,2627.0,201640.0,0.041,0.0,0.95,9.79,10.74,80.6,8.66,3291.0,98.0,541.0,103.0,69.0,545.0,4647.0,11.72,25.59,4291.0,9699.0,6528.0,2110.0,425.0,23053.0,7910.0,13044.0,5835.0,2400.0,47.0,29235.0,12201.0,22742.0,12363.0,4510.0,472.0,52288.0,262.3,-159.9,44.6,-122.8,-24.3,-0.1,254.9,-151.6,45.7,-124.4,-28.5,-4.0,-7.4,8.3,1.0,-1.6,-4.3,-3.9,14.3,-3.4,-25.4,1.017,1.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-18,61030.0,59900.0,41978.0,23413.0,2399.0,188720.0,1949.0,0.0,0.0,1007.0,0.0,2956.0,1480.0,1467.0,957.0,530.0,44.0,4479.0,263.0,56.0,76.0,87.0,33.0,515.0,10.0,97.0,57.0,,,164.0,105.65,47.53,73.96,5.41,0.54,233.0,26.12,0.22,0.0,9.02,0.0,35.36,65863.0,65616.0,43571.0,24306.0,2575.0,198050.0,0.146,2.67,10.2,17.75,30.62,64.04,5.34,3378.0,97.0,515.0,103.0,76.0,417.0,4587.0,9.09,22.57,4665.0,9341.0,6068.0,2610.0,788.0,23473.0,8045.0,13129.0,5685.0,2900.0,47.0,29805.0,12710.0,22470.0,11753.0,5510.0,836.0,53278.0,269.4,-158.7,20.4,-107.9,-23.2,0.0,267.4,-161.8,11.1,-96.8,-28.3,-8.5,-2.0,-3.1,-9.3,11.1,-5.1,-8.5,11.0,-3.1,-25.1,1.02,1.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,63833.0,59443.0,41552.0,20145.0,2179.0,187152.0,1030.0,0.0,0.0,133.0,0.0,1163.0,1516.0,1459.0,937.0,520.0,41.0,4473.0,250.0,50.0,68.0,69.0,26.0,462.0,26.0,95.0,102.0,,,223.0,105.17,48.44,76.69,5.38,0.39,236.0,27.91,0.0,0.0,13.75,0.0,41.66,68912.0,65127.0,42271.0,23947.0,2219.0,199355.0,0.056,0.2,2.35,11.46,14.0,75.65,10.35,3343.0,105.0,462.0,102.0,80.0,510.0,4602.0,11.08,23.34,4333.0,10395.0,6568.0,2360.0,425.0,24082.0,7535.0,12916.0,5575.0,3150.0,47.0,29223.0,11868.0,23311.0,12143.0,5510.0,472.0,53304.0,305.7,-160.6,-31.4,-94.7,-18.9,0.0,302.6,-160.0,-46.6,-76.4,-26.2,-6.5,-3.0,0.6,-15.1,18.4,-7.4,-6.5,9.6,-5.0,-23.9,1.016,1.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-20,65181.0,58597.0,41686.0,23731.0,2495.0,191690.0,70.0,0.0,0.0,209.0,0.0,279.0,1530.0,1419.0,931.0,529.0,43.0,4452.0,255.0,27.0,64.0,66.0,30.0,442.0,64.0,182.0,153.0,,,399.0,96.94,48.87,89.02,5.24,0.37,240.0,19.47,0.0,0.0,2.58,0.0,22.05,69341.0,63069.0,42218.0,24283.0,2569.0,198003.0,0.02,0.0,0.0,0.76,0.76,79.98,19.26,3195.0,98.0,443.0,102.0,86.0,685.0,4608.0,14.87,26.69,3666.0,10195.0,7778.0,2770.0,275.0,24684.0,6775.0,13644.0,5173.0,3000.0,47.0,28638.0,10441.0,23839.0,12951.0,5770.0,322.0,53323.0,312.0,-168.0,-44.6,-75.8,-23.7,0.0,315.1,-173.8,-55.0,-67.2,-27.2,-8.0,3.1,-5.9,-10.4,8.6,-3.5,-8.0,9.4,-5.1,-24.1,1.018,1.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-21,53523.0,58182.0,42523.0,19476.0,2502.0,176206.0,0.0,0.0,0.0,219.0,0.0,219.0,1424.0,1381.0,923.0,506.0,43.0,4277.0,248.0,25.0,65.0,71.0,35.0,444.0,65.0,261.0,200.0,,,527.0,101.51,49.77,86.12,5.16,0.35,243.0,3.43,0.0,0.0,0.82,0.0,4.25,67533.0,59404.0,42802.0,23892.0,2554.0,191592.0,0.049,0.0,0.61,2.23,2.85,57.71,39.44,2872.0,83.0,444.0,103.0,69.0,819.0,4390.0,18.66,31.13,3491.0,10856.0,7998.0,3570.0,275.0,26190.0,7260.0,14799.0,7853.0,2000.0,47.0,31958.0,10751.0,25654.0,15851.0,5570.0,322.0,58148.0,309.3,-179.4,-38.6,-66.4,-24.9,0.0,304.0,-186.8,-39.1,-60.4,-25.7,-7.9,-5.3,-7.4,-0.5,6.1,-0.8,-7.9,12.3,-1.7,-17.5,1.024,1.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-22,58041.0,54358.0,37887.0,22043.0,2723.0,175052.0,590.0,0.0,0.0,0.0,0.0,590.0,1353.0,1317.0,875.0,460.0,48.0,4053.0,229.0,22.0,61.0,73.0,34.0,421.0,54.0,272.0,229.0,,,555.0,107.99,48.68,109.24,5.18,0.75,272.0,3.1,0.0,0.0,0.12,0.0,3.22,63568.0,57306.0,39167.0,22369.0,2723.0,183003.0,0.092,0.0,0.94,3.18,4.12,68.71,27.17,2626.0,78.0,421.0,103.0,55.0,890.0,4172.0,21.33,33.89,4290.0,13701.0,7998.0,2910.0,275.0,29174.0,9215.0,13999.0,9615.0,2250.0,97.0,35175.0,13505.0,27699.0,17613.0,5160.0,372.0,64349.0,288.1,-158.8,-28.4,-78.2,-22.8,0.0,295.6,-157.9,-48.9,-68.7,-21.4,-1.2,7.5,0.9,-20.5,9.5,1.4,-1.2,16.9,-1.7,-25.1,1.012,1.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-23,44973.0,55568.0,44664.0,21718.0,2994.0,169917.0,0.0,0.0,0.0,270.0,0.0,270.0,1033.0,1367.0,987.0,507.0,52.0,3946.0,213.0,31.0,78.0,71.0,34.0,427.0,55.0,248.0,202.0,,,504.0,82.29,44.02,115.97,5.25,0.62,248.0,1.81,0.0,0.0,0.73,0.0,2.54,61091.0,60311.0,46129.0,22468.0,2996.0,178201.0,0.097,0.0,0.53,2.78,3.31,63.85,32.84,2604.0,81.0,427.0,100.0,50.0,818.0,4082.0,20.05,32.97,5038.0,16121.0,7608.0,2810.0,638.0,32215.0,12470.0,15004.0,8345.0,2200.0,97.0,38115.0,17508.0,31124.0,15953.0,5010.0,736.0,70330.0,189.9,-133.1,19.5,-59.7,-16.6,0.0,122.9,-108.5,37.0,-41.6,-13.8,-4.0,-67.0,24.6,17.5,18.1,2.8,-4.0,17.1,-2.2,-25.1,1.083,1.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-24,52150.0,58678.0,44829.0,23620.0,3135.0,182412.0,1115.0,0.0,0.0,280.0,0.0,1395.0,1031.0,1380.0,1041.0,514.0,57.0,4023.0,209.0,53.0,86.0,65.0,27.0,440.0,15.0,167.0,141.0,,,322.0,99.96,48.23,115.51,5.42,0.67,270.0,7.43,0.0,0.0,1.1,0.0,8.53,51810.0,61784.0,48762.0,23948.0,3156.0,182575.0,0.078,0.03,3.93,18.42,22.39,68.0,9.61,2840.0,91.0,440.0,97.0,47.0,657.0,4172.0,15.74,28.62,5438.0,15771.0,7398.0,2810.0,638.0,32055.0,13265.0,14246.0,7620.0,1600.0,97.0,36828.0,18702.0,30017.0,15018.0,4410.0,736.0,68882.0,135.4,-110.2,49.7,-70.8,-3.7,0.5,102.2,-96.1,55.8,-66.9,-0.4,-5.3,-33.3,14.1,6.1,3.9,3.3,-5.8,11.1,-3.8,-24.9,1.038,1.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-25,55608.0,58413.0,44965.0,22993.0,2898.0,184877.0,380.0,0.0,610.0,386.0,0.0,1376.0,1203.0,1382.0,1037.0,518.0,55.0,4195.0,206.0,58.0,95.0,63.0,24.0,445.0,21.0,107.0,83.0,,,210.0,104.15,49.12,114.06,5.52,0.47,273.0,11.49,0.0,5.34,5.81,0.0,22.64,56917.0,62042.0,48315.0,23497.0,2932.0,186998.0,0.081,0.19,3.11,21.95,25.25,68.33,6.42,3126.0,93.0,445.0,96.0,52.0,548.0,4360.0,12.57,24.98,4239.0,13076.0,7398.0,2110.0,773.0,27596.0,10725.0,14171.0,7120.0,2410.0,97.0,34523.0,14964.0,27247.0,14518.0,4520.0,871.0,62119.0,195.8,-120.8,29.2,-101.0,-3.1,0.0,181.9,-116.9,30.0,-93.3,-5.5,-3.8,-13.9,4.0,0.8,7.7,-2.4,-3.8,9.6,-4.4,-25.1,1.036,1.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,58289.0,58125.0,43130.0,22794.0,2969.0,185307.0,0.0,0.0,0.0,222.0,0.0,222.0,1297.0,1412.0,1039.0,523.0,54.0,4325.0,191.0,39.0,74.0,65.0,24.0,394.0,54.0,175.0,118.0,,,347.0,106.68,50.6,113.61,5.5,0.69,277.0,7.11,0.0,0.62,2.2,0.0,9.93,61414.0,61756.0,50300.0,23493.0,2984.0,190499.0,0.038,0.0,0.34,3.75,4.09,76.48,19.43,3148.0,91.0,394.0,97.0,52.0,691.0,4472.0,15.45,26.41,3603.0,12416.0,7398.0,2110.0,638.0,26165.0,9900.0,12866.0,6965.0,1810.0,97.0,31637.0,13503.0,25281.0,14363.0,3920.0,736.0,57802.0,226.9,-171.4,46.2,-98.8,-2.9,0.0,222.3,-164.2,39.9,-92.4,-2.8,2.8,-4.6,7.3,-6.3,6.4,0.1,2.8,13.7,-5.1,-25.1,1.05,1.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-27,58602.0,57083.0,44367.0,23009.0,2794.0,185855.0,220.0,0.0,0.0,407.0,0.0,627.0,1364.0,1398.0,1033.0,532.0,53.0,4380.0,203.0,37.0,71.0,64.0,22.0,398.0,71.0,232.0,164.0,,,467.0,104.75,51.1,120.28,5.37,0.65,282.0,2.55,0.0,0.0,2.46,0.0,5.01,62249.0,60442.0,47879.0,24708.0,2819.0,194231.0,0.036,0.0,0.37,2.7,3.07,76.83,20.1,3073.0,96.0,398.0,97.0,56.0,815.0,4534.0,17.97,28.87,3493.0,12416.0,6848.0,2610.0,663.0,26030.0,9355.0,15316.0,7625.0,1890.0,97.0,34282.0,12848.0,27731.0,14473.0,4500.0,761.0,60312.0,253.5,-211.6,32.8,-77.6,2.9,0.0,256.5,-216.5,17.1,-66.7,0.2,-9.4,3.0,-4.9,-15.7,10.9,-2.7,-9.4,12.1,-4.7,-24.6,1.02,1.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28,57846.0,58065.0,44052.0,23610.0,2885.0,186458.0,571.0,0.0,87.0,490.0,0.0,1148.0,1370.0,1400.0,1045.0,541.0,55.0,4411.0,230.0,49.0,89.0,58.0,23.0,449.0,58.0,229.0,159.0,,,446.0,104.53,50.44,109.75,5.09,0.67,270.0,9.16,0.0,2.33,2.41,0.0,13.9,63298.0,61315.0,48335.0,24408.0,2935.0,196061.0,0.066,0.32,3.52,12.96,16.8,72.2,10.99,3054.0,99.0,449.0,97.0,58.0,787.0,4543.0,17.33,29.33,3703.0,12416.0,7438.0,2110.0,697.0,26364.0,9555.0,16156.0,8465.0,1390.0,97.0,35662.0,13258.0,28571.0,15903.0,3500.0,794.0,62026.0,250.7,-198.2,11.0,-66.0,2.5,0.0,245.0,-201.2,9.6,-56.7,-1.4,-4.6,-5.6,-3.0,-1.4,9.3,-3.9,-4.6,9.3,-3.8,-24.8,1.022,1.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-29,54133.0,56255.0,41039.0,23243.0,2965.0,177635.0,240.0,0.0,0.0,481.0,0.0,721.0,1329.0,1375.0,1012.0,521.0,56.0,4293.0,235.0,39.0,80.0,55.0,23.0,432.0,66.0,223.0,148.0,,,437.0,103.54,48.34,120.23,5.03,0.77,278.0,5.76,0.0,0.0,4.09,0.0,9.85,62033.0,59251.0,45487.0,23979.0,3001.0,189340.0,0.043,0.0,1.61,8.15,9.76,80.95,9.29,2966.0,103.0,432.0,97.0,54.0,781.0,4433.0,17.63,29.57,3703.0,12806.0,8148.0,2110.0,697.0,27464.0,8805.0,15278.0,8835.0,1390.0,97.0,34405.0,12508.0,28084.0,16983.0,3500.0,794.0,61868.0,228.8,-187.3,25.0,-69.6,3.0,0.0,211.7,-186.9,36.9,-62.5,-0.7,-1.4,-17.1,0.4,11.9,7.1,-3.7,-1.4,8.1,-4.7,-24.9,1.023,1.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-30,57180.0,57714.0,44582.0,23240.0,2856.0,185572.0,143.0,0.0,69.0,961.0,0.0,1173.0,1381.0,1413.0,1081.0,538.0,57.0,4469.0,242.0,51.0,82.0,58.0,20.0,452.0,47.0,200.0,138.0,,,385.0,108.42,48.65,118.56,5.02,0.74,281.0,5.69,0.0,0.55,8.27,0.0,14.51,63215.0,63920.0,50925.0,24418.0,3042.0,201791.0,0.063,0.08,2.81,11.93,14.82,77.39,7.79,3195.0,102.0,452.0,100.0,53.0,736.0,4639.0,15.87,27.77,3243.0,12226.0,5148.0,2110.0,663.0,23390.0,8735.0,12963.0,7530.0,1240.0,97.0,30564.0,11978.0,25189.0,12678.0,3350.0,761.0,53954.0,224.7,-189.6,41.3,-81.3,5.0,0.0,212.1,-183.4,43.2,-77.8,0.8,-5.2,-12.7,6.3,1.9,3.6,-4.3,-5.2,9.3,-4.0,-25.2,1.018,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,61441.0,58654.0,43817.0,22861.0,3142.0,189915.0,735.0,0.0,0.0,836.0,0.0,1571.0,1440.0,1442.0,1081.0,553.0,59.0,4574.0,249.0,57.0,75.0,70.0,23.0,473.0,38.0,165.0,163.0,,,366.0,109.34,50.71,103.05,4.98,0.42,269.0,12.08,0.0,1.11,8.87,0.0,22.06,66206.0,64122.0,50926.0,24045.0,3210.0,204456.0,0.023,0.0,0.0,4.15,4.15,85.65,10.2,3273.0,109.0,473.0,112.0,59.0,698.0,4723.0,14.77,27.16,3283.0,11816.0,4938.0,2610.0,672.0,23319.0,9115.0,12433.0,8621.0,1260.0,97.0,31525.0,12398.0,24249.0,13559.0,3870.0,769.0,54844.0,261.9,-189.4,10.9,-87.2,3.8,0.0,259.5,-181.4,-0.8,-88.1,3.2,-7.6,-2.4,8.0,-11.7,-0.9,-0.6,-7.6,10.1,-3.2,-25.3,1.02,1.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,60274.0,58337.0,44556.0,23126.0,3106.0,189399.0,773.0,0.0,320.0,353.0,0.0,1446.0,1457.0,1413.0,1070.0,547.0,58.0,4544.0,253.0,31.0,71.0,74.0,23.0,452.0,28.0,153.0,169.0,,,351.0,108.84,51.31,114.26,4.57,0.45,279.0,18.05,0.0,1.53,4.86,0.51,24.95,65710.0,62446.0,49348.0,24523.0,3169.0,199207.0,0.045,0.0,1.12,10.38,11.5,74.07,14.43,3258.0,111.0,452.0,114.0,58.0,695.0,4689.0,14.83,26.91,3283.0,12436.0,4938.0,2610.0,672.0,23939.0,9170.0,12559.0,7601.0,1260.0,97.0,30686.0,12453.0,24994.0,12539.0,3870.0,769.0,54624.0,281.8,-183.7,0.6,-99.5,0.8,0.0,289.7,-177.7,-20.5,-96.2,-0.4,-5.1,7.9,6.0,-21.1,3.3,-1.2,-5.1,11.9,-1.6,-25.0,1.03,1.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
